Id,Brightness_Class
50579,0.60150146484375
37987,0.60931396484375
53977,0.45452880859375
10677,0.30804443359375
35653,0.54071044921875
53275,0.74261474609375
7765,0.64556884765625
3759,0.66400146484375
39236,0.53302001953125
48246,0.19537353515625
22697,0.52093505859375
1700,0.71649169921875
38808,0.65960693359375
53033,0.58197021484375
25209,0.35064697265625
30447,0.42547607421875
1833,0.45098876953125
4368,0.62884521484375
25721,-0.69146728515625
11391,0.45843505859375
34120,0.43548583984375
15840,0.30303955078125
2870,0.69049072265625
11750,0.04119873046875
42282,0.55194091796875
37134,0.26153564453125
15551,-0.17071533203125
7085,0.48016357421875
14144,0.35064697265625
20523,0.79400634765625
40751,0.36553955078125
39865,0.28411865234375
4477,0.53704833984375
38436,0.12200927734375
51269,0.72845458984375
5492,0.56170654296875
9682,0.41021728515625
20856,0.35906982421875
19719,0.27862548828125
2313,0.51068115234375
40498,0.70220947265625
34036,0.62213134765625
30096,0.59771728515625
4332,0.57781982421875
14973,0.63226318359375
12923,-0.09320068359375
6498,0.61407470703125
7364,0.71380615234375
30027,0.54486083984375
23787,0.38677978515625
28336,0.14471435546875
41574,-0.04974365234375
41292,0.19781494140625
47180,0.62213134765625
47432,0.18121337890625
47826,-0.53485107421875
49859,0.08648681640625
6458,0.45245361328125
38658,0.45562744140625
20340,0.63153076171875
36346,0.58953857421875
50528,-0.05999755859375
36665,0.60284423828125
49544,0.55279541015625
11231,0.20001220703125
8427,-0.01458740234375
17194,0.45623779296875
52925,0.77166748046875
10329,0.60858154296875
16646,0.14312744140625
6537,0.54693603515625
47979,0.54351806640625
27255,0.44573974609375
4286,0.62811279296875
22976,0.40350341796875
22449,0.51507568359375
40586,0.63995361328125
38139,0.84320068359375
7162,-0.17376708984375
42605,0.55877685546875
45656,0.65423583984375
7978,0.77557373046875
39789,0.36151123046875
4353,0.46990966796875
45783,0.44281005859375
20488,0.53289794921875
50761,0.30914306640625
18495,0.12933349609375
28804,0.66143798828125
36648,0.33038330078125
2021,0.74993896484375
31003,0.26702880859375
38842,0.64678955078125
24089,0.67022705078125
11917,0.31854248046875
22921,0.55120849609375
33047,0.49932861328125
28494,0.60906982421875
31178,0.48150634765625
44717,0.60736083984375
24204,0.60125732421875
49989,0.75885009765625
23727,0.68389892578125
47646,0.66046142578125
38586,0.51141357421875
37454,0.67523193359375
46148,0.19146728515625
47507,0.47540283203125
31437,-0.02484130859375
34191,0.31024169921875
51210,0.23382568359375
771,0.29376220703125
51216,0.63763427734375
49627,-0.31829833984375
45312,0.68133544921875
48791,0.59039306640625
43081,0.66387939453125
29230,0.70159912109375
49870,0.22357177734375
7828,0.69573974609375
10564,-0.09405517578125
18899,0.44415283203125
40937,0.76971435546875
21481,0.43572998046875
11600,0.25909423828125
4700,0.46722412109375
7097,0.24139404296875
19673,-0.16656494140625
34891,0.81488037109375
2646,0.70428466796875
46375,0.21563720703125
52764,0.76837158203125
20914,0.76995849609375
45462,0.45843505859375
42353,0.55535888671875
13265,-0.13250732421875
7419,-0.71051025390625
27376,0.16253662109375
25429,0.57855224609375
8956,0.28021240234375
11256,0.01605224609375
3386,-0.07586669921875
25723,-0.25189208984375
29163,0.60076904296875
34989,0.53375244140625
42484,0.54730224609375
17490,0.61968994140625
47362,0.40362548828125
24539,0.52313232421875
1627,0.42913818359375
18032,0.49517822265625
33477,-0.55841064453125
14462,0.50640869140625
43924,0.38885498046875
45721,0.63470458984375
31066,0.25433349609375
34755,0.70867919921875
44067,-0.13995361328125
32724,0.47100830078125
45837,0.28143310546875
1351,0.57598876953125
46626,0.32171630859375
53070,0.48223876953125
42671,0.60040283203125
14046,0.64324951171875
17280,0.51092529296875
22217,0.33050537109375
31547,0.66595458984375
25296,0.62261962890625
22587,0.60198974609375
21036,0.66473388671875
44549,0.45745849609375
4542,-0.07977294921875
46454,0.57391357421875
48595,-0.01129150390625
39917,0.56610107421875
45494,-0.23956298828125
22790,0.74285888671875
50363,0.30902099609375
7385,0.64044189453125
34084,0.38323974609375
30343,0.45477294921875
487,0.09332275390625
17596,0.55926513671875
44081,0.42852783203125
14511,0.13433837890625
14728,0.32440185546875
24946,0.30889892578125
5138,0.66046142578125
20792,0.57928466796875
39819,0.51019287109375
52463,0.71441650390625
21501,0.59515380859375
8537,0.37652587890625
41887,0.78900146484375
1601,0.58502197265625
14211,0.62005615234375
35702,0.63897705078125
16103,0.43389892578125
41118,0.34613037109375
31939,0.22381591796875
38233,-1.59075927734375
49616,-0.46881103515625
45108,0.64007568359375
52226,0.69976806640625
43899,0.73211669921875
16709,0.25701904296875
40559,0.06744384765625
22057,0.55230712890625
38418,-0.03790283203125
2908,0.07354736328125
52476,0.28985595703125
24092,0.63311767578125
36321,0.70233154296875
33172,-0.48138427734375
7300,0.73968505859375
37981,0.56634521484375
6769,0.60382080078125
21975,0.51446533203125
22299,0.59405517578125
52769,0.72906494140625
46441,0.72650146484375
27066,0.29754638671875
1307,0.37774658203125
12755,0.45855712890625
36787,0.67547607421875
32397,0.05535888671875
46771,0.73431396484375
44849,0.66510009765625
50292,0.20794677734375
47583,0.39617919921875
41699,-0.59930419921875
9212,0.39788818359375
8857,0.64300537109375
27216,0.05242919921875
38648,0.56964111328125
35289,0.47491455078125
5909,0.02813720703125
11827,0.59515380859375
49665,0.97698974609375
52594,0.59820556640625
41981,0.78704833984375
38143,0.37225341796875
16892,0.11492919921875
6734,0.13836669921875
20475,0.52227783203125
6533,0.60211181640625
53353,0.46868896484375
47810,-0.21527099609375
9333,0.78143310546875
22390,0.54974365234375
31167,0.19317626953125
9731,0.46734619140625
19034,0.33795166015625
31643,-0.25360107421875
13955,-0.78387451171875
36869,0.62066650390625
37752,0.40631103515625
13237,0.49346923828125
29907,0.65179443359375
4591,0.60491943359375
23962,0.36199951171875
14699,-0.17254638671875
52943,0.63726806640625
24199,0.58355712890625
50063,-0.13397216796875
25783,0.53387451171875
15634,0.11627197265625
14631,0.36773681640625
12617,0.51873779296875
48198,0.02142333984375
42753,0.55902099609375
10559,0.54901123046875
1411,0.87103271484375
6835,0.65362548828125
7983,0.65386962890625
33699,0.06097412109375
29582,0.29937744140625
11257,0.51251220703125
47468,0.25079345703125
32939,0.46282958984375
18707,0.64056396484375
21371,0.30718994140625
36070,0.41351318359375
17071,0.65069580078125
15043,0.50775146484375
26745,0.10272216796875
21113,0.31439208984375
19282,0.56292724609375
46104,0.57183837890625
29064,0.30877685546875
8105,0.64849853515625
12965,-0.05670166015625
9422,0.66851806640625
11758,0.36309814453125
36899,0.60394287109375
44378,0.57073974609375
698,0.22125244140625
39855,0.47564697265625
36830,0.57733154296875
15169,0.83306884765625
18204,-0.80096435546875
49533,-0.51068115234375
34389,-0.05047607421875
53167,0.59735107421875
14845,0.76165771484375
48688,0.34100341796875
19516,0.65167236328125
31417,0.36090087890625
10303,0.47601318359375
40308,0.10467529296875
48911,0.09027099609375
16728,0.31402587890625
7800,-0.33209228515625
27571,0.38531494140625
16586,0.17987060546875
13895,0.28363037109375
32233,-0.64031982421875
35014,0.63897705078125
5356,0.60345458984375
22875,0.72406005859375
34408,-0.32598876953125
21462,0.37518310546875
49726,0.29547119140625
42881,0.42242431640625
4258,0.48748779296875
22469,0.66839599609375
44731,0.58746337890625
33309,1.00701904296875
20411,0.58819580078125
5569,0.40667724609375
30333,0.53973388671875
52979,0.81829833984375
16290,-0.10638427734375
37890,0.57305908203125
8697,0.36956787109375
18723,0.04327392578125
1311,0.75421142578125
18037,0.71368408203125
37514,0.59698486328125
43396,0.67901611328125
48442,0.21246337890625
31070,0.03265380859375
15894,0.64971923828125
27529,0.41558837890625
30501,0.16058349609375
31290,-0.38372802734375
27613,0.48065185546875
18506,0.49786376953125
5366,0.63323974609375
1192,0.48187255859375
13220,0.54180908203125
29974,0.64373779296875
29046,0.15863037109375
48640,0.10260009765625
31813,0.30755615234375
50788,0.51348876953125
15802,0.54949951171875
43612,0.67291259765625
30445,-0.37396240234375
39639,0.04852294921875
19699,-0.22894287109375
28204,0.38385009765625
38869,0.63690185546875
48664,0.59832763671875
46430,0.10638427734375
23261,0.41143798828125
20074,-0.07928466796875
15572,0.06134033203125
26878,0.44268798828125
12255,0.58392333984375
3407,0.37005615234375
6463,0.18743896484375
4706,0.36492919921875
41107,-0.22210693359375
3638,0.32452392578125
37750,0.52362060546875
16265,-0.20477294921875
46972,0.84222412109375
47004,0.63226318359375
3767,0.52276611328125
949,0.54461669921875
22301,0.46673583984375
48935,-0.03643798828125
8069,0.13104248046875
42148,0.28143310546875
42590,0.54522705078125
45646,0.79962158203125
27811,0.54583740234375
1783,0.60198974609375
46889,0.76409912109375
28598,-0.00384521484375
50901,0.23199462890625
22007,0.46136474609375
33282,0.60614013671875
44790,0.37640380859375
7935,0.54107666015625
50882,0.59405517578125
16419,0.68511962890625
46973,0.23150634765625
5793,0.48797607421875
32147,-0.02191162109375
4970,0.54022216796875
34424,0.41375732421875
21483,0.34259033203125
30642,-0.00054931640625
31760,-0.01593017578125
53495,0.51019287109375
38177,0.72515869140625
11580,-0.28216552734375
19557,0.15447998046875
23281,0.67669677734375
44404,0.35052490234375
52049,0.39739990234375
51092,0.73345947265625
40843,0.46466064453125
22969,0.44647216796875
47575,-0.50592041015625
43096,0.70904541015625
25112,0.60418701171875
12817,0.39031982421875
16621,0.43499755859375
52336,0.58123779296875
23085,0.32318115234375
38635,0.45013427734375
13263,0.57659912109375
13818,0.13751220703125
37273,0.36944580078125
51397,0.48944091796875
29927,0.39776611328125
5123,0.79534912109375
43769,0.19329833984375
32901,0.23504638671875
32286,0.40057373046875
41929,0.70623779296875
6561,0.56048583984375
12991,0.31182861328125
14940,0.78009033203125
475,-0.21087646484375
53110,0.59991455078125
29991,0.59295654296875
30031,0.45123291015625
4646,0.36309814453125
21329,0.49676513671875
40870,0.62298583984375
13707,0.44061279296875
50139,0.08648681640625
8059,0.73187255859375
28027,0.54681396484375
44139,0.25286865234375
30647,0.35845947265625
51627,-0.05596923828125
2740,0.64739990234375
26404,0.53558349609375
1219,0.23284912109375
23664,0.67584228515625
7598,0.30987548828125
16039,0.10577392578125
15803,0.56011962890625
50794,0.14410400390625
22748,0.73211669921875
8010,0.44573974609375
30895,0.59161376953125
20791,0.56072998046875
7937,0.64837646484375
8643,0.48382568359375
10273,0.29974365234375
52961,0.65509033203125
33170,0.69500732421875
22418,0.62457275390625
9777,0.26678466796875
23198,0.62042236328125
25147,0.11407470703125
31936,0.07440185546875
9072,0.49603271484375
33905,0.53948974609375
40609,0.62384033203125
23729,0.61688232421875
2112,0.44512939453125
37883,0.35052490234375
39117,-0.08673095703125
50624,0.46417236328125
46027,0.22125244140625
26902,0.70306396484375
15709,0.15130615234375
25960,0.53057861328125
27383,0.74578857421875
51030,0.11553955078125
40284,0.41351318359375
6461,-0.06268310546875
21006,0.63531494140625
745,0.15069580078125
53194,0.43475341796875
11470,0.60174560546875
21776,0.77142333984375
40523,0.25897216796875
519,0.18121337890625
16757,-0.11529541015625
34378,0.49237060546875
42565,0.57025146484375
17608,0.37225341796875
48488,-0.13897705078125
20708,0.42803955078125
50300,-0.04400634765625
1139,0.60003662109375
11548,0.45660400390625
51534,0.49163818359375
35549,0.37835693359375
46087,0.57122802734375
52242,0.19427490234375
21479,0.39276123046875
37459,-0.20233154296875
30536,-0.43170166015625
4929,0.37689208984375
38573,0.61883544921875
40229,0.70574951171875
19077,0.65521240234375
21347,0.41021728515625
26938,0.77056884765625
4973,0.52886962890625
45870,0.27752685546875
25280,0.52972412109375
49603,0.08721923828125
37346,-0.48895263671875
28698,0.66680908203125
44553,0.35418701171875
31127,0.16107177734375
47969,0.43792724609375
9649,-0.07806396484375
22760,0.78997802734375
18133,0.63275146484375
29796,0.69122314453125
17743,0.54132080078125
42385,0.43597412109375
2432,0.48406982421875
7659,0.57489013671875
24591,0.62982177734375
8395,0.65960693359375
23468,0.68450927734375
11212,0.13739013671875
41558,0.27996826171875
36745,0.56866455078125
46309,0.62005615234375
15021,0.60198974609375
27179,0.66180419921875
38235,0.04803466796875
30141,0.46331787109375
2395,0.02532958984375
19397,0.50445556640625
32972,0.53485107421875
27863,-0.08392333984375
33957,0.07794189453125
5849,0.12005615234375
46223,0.14691162109375
17312,0.41558837890625
39295,0.38043212890625
33187,0.54339599609375
12772,0.04681396484375
50633,0.58489990234375
29533,0.49493408203125
39505,0.66204833984375
