Id,Egap
13062,3.0502646
587,2.9054544
2333,2.6375864
7740,5.0945334
9463,1.6516955
5652,1.2531918
8999,0.8565575
11427,5.6806684
3677,2.3767242
2200,0.42359114
3384,1.6655306
9808,0.30125883
12316,3.0923557
3503,3.654848
1050,4.2569118
10152,0.4769762
4642,5.6525574
8043,2.722803
4272,1.6739477
13114,2.8379085
12585,3.961504
5682,4.4245605
3550,1.1265677
5290,1.2470759
13010,1.9697357
13152,3.9634664
7914,2.7567873
5671,2.0540287
7291,1.2110173
8457,3.9956543
11554,1.9196115
8712,3.6727054
2732,2.0880525
5523,1.2156497
2890,3.550415
7605,1.2766207
5970,2.41639
8319,2.5369365
6136,2.339187
342,1.6687945
6646,4.1645403
5132,1.3589826
2729,0.9722702
1407,0.439725
11633,1.1738061
10307,1.0222813
5622,5.5539165
7175,2.7820215
1884,2.2148123
7753,1.9174883
4965,3.0117948
5758,1.8460778
9283,2.3018112
8899,2.634594
11298,2.0655208
9885,0.95727456
5554,5.0002637
11654,2.59004
12742,1.5401802
11185,4.404297
4598,2.0044942
4960,3.98361
12958,2.5165963
8392,2.8387656
6635,3.2902236
2407,0.30070952
9531,3.3753898
4374,1.3181503
13182,1.2962912
3099,1.0465771
4941,3.6777356
8780,0.96171755
10954,2.8351355
9580,1.3837458
12972,2.446083
940,1.1614327
6126,3.2860663
783,2.3930407
3664,1.2338188
1196,1.741663
5282,1.7076256
1728,2.3844476
2856,3.026743
10747,2.6351748
5980,0.9625541
3969,2.8799038
9831,2.904686
3286,2.9315953
8659,3.279782
8555,5.0691686
310,2.6232183
7619,1.5827785
9796,1.4606631
12856,1.6711948
10964,2.197737
11556,1.74274
5476,1.1614063
5090,0.728607
9266,1.8370218
2467,5.663173
2145,1.73696
42,1.5109249
12355,4.9805226
12821,1.2144725
13217,2.7714999
2916,2.8116868
3327,4.1302357
7479,4.10439
6617,3.62077
13413,3.2246957
8395,2.115275
4214,2.8654852
11808,1.466683
12696,1.110855
11908,4.363739
8503,1.5145998
13433,2.2911558
480,2.0764744
12424,1.1038789
9555,1.6362045
1777,0.8325639
9072,1.8025789
8602,0.6076795
1905,2.984829
11462,2.3903184
2382,3.1413245
5752,3.0320048
4807,1.7650043
7043,1.8543293
9374,2.6957169
6055,3.145255
2771,1.3204517
12667,3.3085191
5069,1.1272855
10637,0.95493096
3229,4.121182
2787,0.46793625
2360,2.8567147
10195,1.7061262
4836,4.591711
5874,2.9021556
5450,6.1095934
3973,2.920666
12845,1.2879456
13097,1.5002357
4530,2.8824093
5722,1.678741
7622,2.5391338
1051,1.0995489
918,2.7588532
117,0.8145312
2223,2.91197
6078,4.0924926
3347,1.8971938
10939,1.5216913
1548,3.0566459
4038,3.036155
5820,5.2750263
9618,1.8898596
5470,1.746313
6913,3.4031334
8243,1.9110955
7927,2.0927017
13443,1.1888211
11944,2.2629278
10194,0.9584425
9398,3.7478561
8883,1.4125307
5310,1.0995489
7080,1.280302
5488,1.6181165
9220,1.5377706
7329,2.1043117
3898,1.28543
12524,1.0395724
387,4.180849
4617,3.0109622
2643,2.1258564
12218,2.0515494
3,2.6630385
6650,4.61609
2037,3.5032074
3711,2.6322463
13353,0.869731
3562,1.6020058
13450,6.3673844
4134,2.5578558
13473,0.5821338
11570,1.5007552
10471,0.42256725
716,3.3875031
4814,1.1683031
12560,3.452786
4063,0.9868874
10394,2.245588
6734,3.7290857
3748,0.7090543
12184,2.5999346
4545,3.0063033
13398,1.1610872
6808,2.1146479
7810,4.3247857
9070,3.3037963
10585,3.9336329
6479,1.3391713
11898,1.8787351
13581,1.0485168
12143,3.0268915
12275,3.6135721
7328,3.1131752
3428,3.0223188
9651,1.8273633
9314,2.9207053
4566,2.505266
12141,2.7531075
1920,1.7866637
3692,1.5422969
2797,1.7841357
10233,2.4643993
2271,1.4990748
2931,3.3696604
12646,0.9267902
13361,1.0793467
2677,5.255716
3848,1.31241
861,4.759953
1082,2.8876097
4459,2.7526097
5999,0.36775473
10431,3.7624164
12152,3.9788544
3567,1.8610885
11580,1.9496292
2415,0.8895202
1243,2.281476
421,1.4662235
10238,0.30133376
1149,1.8887131
9728,2.3544605
1959,1.2306212
4661,1.0710994
11722,3.1068728
6404,0.50523275
13621,1.3682883
4071,2.2580972
1626,2.3344858
10285,1.8605051
9354,0.2790058
9336,1.4458973
10917,1.6549227
4122,0.7290617
9385,4.9541335
6692,0.7904041
12861,1.4314275
5018,3.7358177
1104,2.9910893
5045,3.3379085
4194,4.7346487
2742,2.8131447
13266,4.3921666
8241,2.9487333
551,1.8685317
8438,1.3195375
1014,7.2006316
12366,2.6457026
3648,3.1853282
238,1.3940222
9853,0.68573266
6495,1.5844376
4068,2.5387914
12705,1.307788
8607,2.1622508
13296,1.421003
8338,5.3519497
11371,0.286057
3922,1.9140652
11302,2.1012597
3886,1.6318574
4690,0.80913967
1018,1.7441508
13476,1.8787351
621,2.378436
6052,4.092926
13121,1.6514277
4229,0.4327168
5900,2.2317128
10264,3.24508
31,1.6874467
7500,2.1126573
7504,3.3998995
9209,2.2242556
1161,0.84551316
1075,0.62769043
4678,2.9275415
12035,3.5003164
5369,0.577318
8306,1.8847815
8660,5.943602
8685,0.5669948
3558,1.0425832
5206,0.6332595
5896,2.9962351
3289,5.021101
3300,4.5380144
800,4.496879
8665,3.3568919
7624,3.2332137
10434,3.3370736
11329,2.9565969
9511,1.721239
8983,2.863812
12116,0.8058643
10094,3.2814224
9461,3.5452754
1440,2.1306872
759,0.99354535
1361,0.63609254
2342,6.711347
11468,2.7440372
9972,0.5563909
10541,2.0241334
9325,2.415227
2107,4.4974203
3343,3.0800507
6768,2.30221
11563,2.706422
5769,2.6603262
2685,1.3170235
127,4.9148827
2331,5.483833
12725,5.8189945
9197,2.642538
9234,0.6702463
12543,5.7107716
10098,1.4976602
7290,1.5244226
12195,2.259276
4512,1.9803255
11518,2.3015459
8250,3.213544
12871,1.028918
1986,2.217729
4716,0.7613384
9313,2.7845802
8179,3.9035146
1218,0.8325639
12387,1.142562
2087,6.5342865
8035,2.6553545
407,0.63556963
11685,2.6294236
10417,2.882305
691,4.2712545
2960,4.3180795
12165,4.591711
2747,1.7327526
11400,1.3391713
11847,2.1522474
5418,0.82797736
12762,2.0545063
9636,4.363038
9931,1.2931728
3987,4.702178
4192,0.75684315
8535,1.1068531
12752,3.4322808
7457,1.7982635
10483,2.8669221
4081,3.3690958
3120,2.3410537
5925,2.7620914
1818,2.1810994
7972,3.961504
4100,4.6075826
3924,3.5263155
9255,2.9764576
8343,4.5033917
9639,3.1608655
13787,0.9088571
3371,2.1736114
5117,1.1333345
11016,0.17671269
1481,0.46924114
8246,3.6171143
8501,1.6885461
10121,4.6724424
6693,2.4765244
955,1.3447076
7760,1.3081901
10351,2.1388025
8266,5.137585
13757,3.5794988
12978,2.5347178
8378,4.3198667
13245,0.87437546
7531,2.4453726
13067,1.0246933
6110,2.1831112
3602,1.8999164
5570,1.9963138
4704,2.5853083
1564,0.7999017
6368,2.3890042
1053,1.257361
9284,2.4456527
8811,0.5500793
13356,0.46793115
12100,4.591711
3765,1.4356651
7371,3.452905
9567,2.4648013
8928,0.29704806
9683,4.266577
6637,0.7546637
11360,2.8468869
8410,1.7290401
10498,4.0375075
1789,3.1509364
7450,0.96087635
323,2.3509521
12643,3.2534194
7305,2.0181522
6313,2.886482
13677,2.970766
6681,0.8403619
13194,4.922658
3262,2.2623062
12044,3.0471148
5656,1.3045583
9703,2.2248528
1722,0.6118561
1674,1.2161399
3893,2.388228
3404,1.6512572
11351,3.2817564
10892,1.1308383
12391,4.64418
6224,2.4611914
1877,2.5259986
13486,1.1937246
6193,1.7020507
6551,1.7622408
8517,2.5530148
7325,1.4614
4850,3.9457934
12039,4.20483
8703,4.6990666
2691,1.0116596
7785,3.5239108
12796,2.5157616
9889,3.401643
6571,2.839633
5485,4.995256
6357,4.41945
12578,3.0779514
13718,3.183787
9005,1.1839745
65,1.6714472
11681,1.5844452
11356,0.879861
11822,3.505955
3932,2.3685594
2396,1.4405844
5058,2.6680405
7223,3.616346
12739,3.7946572
9433,1.8364571
10475,2.152967
8738,3.5600653
9762,1.100375
10520,2.3448722
4265,1.6174954
8769,1.8882097
10080,2.6715379
12222,2.3159068
4978,3.3370736
4688,4.8709083
3904,3.7068386
3580,5.517585
468,3.447899
6707,2.7936447
1016,4.7704754
825,1.8417675
12052,3.441931
6272,1.4346119
3324,3.0718985
6850,2.0392787
5039,1.7500682
6577,1.4933673
2143,2.9975889
3536,2.0102963
9180,3.2745423
6321,4.5462966
4406,1.6881872
508,0.37528816
6942,3.7689407
4072,3.6806774
10103,4.6545024
4388,3.9908378
9218,1.4272135
4820,3.4794948
10004,4.2231445
10846,1.3381909
935,1.8935975
8861,4.4046264
10436,0.7674868
11626,3.281869
5176,1.5922489
10487,3.7549427
4058,2.8310132
7790,0.9825648
1516,3.2189019
11457,4.422293
584,2.4269931
8091,2.3255608
5370,2.2078905
11794,4.362219
7826,1.4530348
12117,0.28037456
9345,1.0864693
352,3.551629
1064,2.742297
5433,4.2823067
11598,1.6398568
7685,2.1381454
8955,3.5494316
12342,1.7630556
12848,2.5231917
3284,2.5510883
3022,2.1381543
3199,3.8292441
7951,1.8788943
2783,1.5958923
1757,2.4338021
8118,4.5016427
7541,0.34705555
11692,3.6613126
2300,0.34367475
6560,2.422185
2459,5.618163
10536,2.1076198
6532,2.4756415
13236,4.1504335
4078,2.2440615
11558,2.2309997
12095,2.355613
695,6.261744
9879,2.1116974
7779,2.7683034
10273,1.0997303
6198,3.7586694
4279,1.3987873
11753,4.1337934
10176,2.2151706
8727,4.2638206
2067,1.7779099
8773,1.6493851
11542,2.4230502
10170,1.3175192
13776,3.297417
5774,1.6561247
7424,2.0071733
760,1.3160106
11116,2.4066238
5270,4.0847964
7363,4.8505354
3921,4.467621
8280,4.5052614
2263,2.5248387
6441,1.5573211
11557,1.7871016
12635,3.8175666
8511,3.1385224
7865,1.9465442
8896,1.800116
10841,3.9532244
12204,3.3689198
375,3.4097593
12948,2.2401786
8558,2.378436
13719,3.2509043
7981,1.6703153
3773,1.2030092
2585,2.4740534
2115,1.7967322
2671,1.8670073
8257,1.9376569
2120,1.7281308
953,3.8803601
7653,4.021398
5233,1.7523401
4647,0.9119628
2429,4.589616
2767,4.591711
76,1.1785204
9359,0.7653451
9029,2.1045556
8754,2.634594
10525,1.1505193
11412,0.4817023
10199,1.7002265
8234,2.8953578
6217,1.8971938
5750,2.11459
4109,2.018216
4673,0.76809573
3897,1.4764161
2615,1.4475788
1998,0.7403269
1032,0.59597135
1556,0.30779788
9365,1.0214345
5532,5.142558
11569,2.2741086
11197,2.95467
10837,2.2984977
10486,1.3302083
6262,2.0342402
11282,1.5512986
296,0.49939084
6232,4.6774592
7599,0.9177678
1428,3.5463474
7939,3.8296192
9766,1.0460856
708,2.1602082
