Id,Egap
13062,3.69489437621052
587,2.2456425935122546
2333,3.231153375699428
7740,5.27072957433633
9463,1.807369697416176
5652,1.315782775984536
8999,0.9893129876601543
11427,5.577120097645075
3677,2.2782787157015
2200,-0.018377199463982974
3384,2.475557706704919
9808,0.4539091599182765
12316,2.990491018269907
3503,3.036545547073743
1050,4.8885143496787675
10152,0.7963702048646577
4642,4.352267780550659
8043,1.1273395795845482
4272,1.7833703164818988
13114,2.556414650125668
12585,4.5038725810808495
5682,4.410617079823447
3550,1.1436097414455992
5290,1.3894625499925832
13010,1.6281440880438267
13152,4.425390359725272
7914,3.2699954799404622
5671,1.8589731977470654
7291,1.0419764514282848
8457,3.901453496900878
11554,1.9892138766189362
8712,3.3620834974810805
2732,1.6290564435699122
5523,1.1879955737280457
2890,3.939555080091532
7605,1.5590497322153505
5970,2.7017277296677045
8319,2.5420907828220694
6136,2.851460075348757
342,1.6285413233611015
6646,4.439912439665987
5132,1.5478504034991383
2729,1.0407437084321725
1407,0.3433080949402496
11633,0.5168060357727955
10307,0.9492951319760465
5622,5.282808094664946
7175,2.825049255970055
1884,3.2566212400503574
7753,1.9459206985795652
4965,2.8910299400539614
5758,1.0576939714225546
9283,2.349587359321985
8899,2.5993381581736026
11298,2.5685706450760852
9885,1.0718926023143838
5554,4.9656597733776735
11654,2.556308954748208
12742,1.369461324755745
11185,4.4120392341820205
4598,2.150330586334648
4960,4.654368519443004
12958,2.286822969495484
8392,3.2385907235810096
6635,3.6544617072516017
2407,0.32238876598588617
9531,3.32385565387912
4374,1.0570988993398578
13182,1.6173770107199155
3099,1.2883835439109748
4941,2.8578939260103136
8780,0.8099616695686238
10954,3.1518257283583937
9580,1.1884655704721805
12972,2.9159592893362465
940,1.1988825979150433
6126,3.590742720687633
783,2.218121785821781
3664,1.5436656361469905
1196,1.84964452811242
5282,0.9486679277077772
1728,2.8015966414406566
2856,4.812186429002353
10747,2.940484873288618
5980,0.9665539245443207
3969,2.4117247037805694
9831,3.2843084567386054
3286,3.3212971515535656
8659,3.595548908479688
8555,5.042236741686162
310,2.3797490432521586
7619,1.8387994342313683
9796,1.0266928847932164
12856,1.602093431830341
10964,1.219276056526042
11556,1.8902453193045918
5476,2.215616603027624
5090,0.6773841545656634
9266,0.6125586461416863
2467,5.361255452727249
2145,0.6450674821276403
42,2.1471946968110434
12355,5.0259196555932135
12821,1.2588737097054328
13217,3.1358418145591545
2916,2.8443883310924813
3327,3.795901663915033
7479,4.550574838427953
6617,3.403753369170831
13413,3.5671780018083723
8395,2.450621202163754
4214,3.1243475291334413
11808,1.1912974522576356
12696,1.0620525594199801
11908,3.972641208094175
8503,1.6681911432890946
13433,2.7443660629925626
480,2.1219833525912923
12424,1.0892636260952813
9555,1.7558294185466432
1777,0.7002697756037957
9072,2.103408672711014
8602,0.8693480611435203
1905,2.9539351609350417
11462,2.2731172568804654
2382,3.314204396077903
5752,2.958138401630176
4807,1.763729014999404
7043,2.5373900741178543
9374,1.7425810735415934
6055,3.5963914920163154
2771,1.4104471315146405
12667,3.1627178807464924
5069,0.9522692263337544
10637,0.9910049887868431
3229,4.364515476050452
2787,0.506682772957461
2360,3.1209466180931713
10195,1.4411875063002124
4836,5.339069791036023
5874,3.5157081633818565
5450,5.967678836271763
3973,3.157648994740483
12845,1.251210885260338
13097,1.660144170835374
4530,2.8471937666861447
5722,1.876306463041141
7622,3.0231707187648977
1051,0.6608300904550106
918,3.0541811109505073
117,0.6799939927271428
2223,3.0065616535270907
6078,3.992748762456447
3347,1.7979043050796717
10939,1.71442600493105
1548,3.2472283906277264
4038,3.134597386141224
5820,5.41373094818461
9618,1.9692770976473133
5470,1.672839601769761
6913,3.553099263126507
